"",".id","ISO3","id","continent","scenario","kwh"
"1",1,"AGO","Baseline","Africa","kwh_S0",21706511743.5859
"2",1,"BDI","Baseline","Africa","kwh_S0",21706511743.5859
"3",1,"BEN","Baseline","Africa","kwh_S0",21706511743.5859
"4",1,"BFA","Baseline","Africa","kwh_S0",21706511743.5859
"5",1,"BWA","Baseline","Africa","kwh_S0",21706511743.5859
"6",1,"CAF","Baseline","Africa","kwh_S0",21706511743.5859
"7",1,"CIV","Baseline","Africa","kwh_S0",21706511743.5859
"8",1,"CMR","Baseline","Africa","kwh_S0",21706511743.5859
"9",1,"COD","Baseline","Africa","kwh_S0",21706511743.5859
"10",1,"COG","Baseline","Africa","kwh_S0",21706511743.5859
"11",1,"DJI","Baseline","Africa","kwh_S0",21706511743.5859
"12",1,"ERI","Baseline","Africa","kwh_S0",21706511743.5859
"13",1,"ETH","Baseline","Africa","kwh_S0",21706511743.5859
"14",1,"GAB","Baseline","Africa","kwh_S0",21706511743.5859
"15",1,"GHA","Baseline","Africa","kwh_S0",21706511743.5859
"16",1,"GIN","Baseline","Africa","kwh_S0",21706511743.5859
"17",1,"GMB","Baseline","Africa","kwh_S0",21706511743.5859
"18",1,"GNB","Baseline","Africa","kwh_S0",21706511743.5859
"19",1,"GNQ","Baseline","Africa","kwh_S0",21706511743.5859
"20",1,"KEN","Baseline","Africa","kwh_S0",21706511743.5859
"21",1,"LBR","Baseline","Africa","kwh_S0",21706511743.5859
"22",1,"LSO","Baseline","Africa","kwh_S0",21706511743.5859
"23",1,"MDG","Baseline","Africa","kwh_S0",21706511743.5859
"24",1,"MLI","Baseline","Africa","kwh_S0",21706511743.5859
"25",1,"MOZ","Baseline","Africa","kwh_S0",21706511743.5859
"26",1,"MRT","Baseline","Africa","kwh_S0",21706511743.5859
"27",1,"MWI","Baseline","Africa","kwh_S0",21706511743.5859
"28",1,"NAM","Baseline","Africa","kwh_S0",21706511743.5859
"29",1,"NER","Baseline","Africa","kwh_S0",21706511743.5859
"30",1,"NGA","Baseline","Africa","kwh_S0",21706511743.5859
"31",1,"RWA","Baseline","Africa","kwh_S0",21706511743.5859
"32",1,"ESH","Baseline","Africa","kwh_S0",21706511743.5859
"33",1,"SDN","Baseline","Africa","kwh_S0",21706511743.5859
"34",1,"SSD","Baseline","Africa","kwh_S0",21706511743.5859
"35",1,"SEN","Baseline","Africa","kwh_S0",21706511743.5859
"36",1,"SLE","Baseline","Africa","kwh_S0",21706511743.5859
"37",1,"SOM","Baseline","Africa","kwh_S0",21706511743.5859
"38",1,"SWZ","Baseline","Africa","kwh_S0",21706511743.5859
"39",1,"TCD","Baseline","Africa","kwh_S0",21706511743.5859
"40",1,"TGO","Baseline","Africa","kwh_S0",21706511743.5859
"41",1,"TZA","Baseline","Africa","kwh_S0",21706511743.5859
"42",1,"UGA","Baseline","Africa","kwh_S0",21706511743.5859
"43",1,"ZAF","Baseline","Africa","kwh_S0",21706511743.5859
"44",1,"ZMB","Baseline","Africa","kwh_S0",21706511743.5859
"45",1,"ZWE","Baseline","Africa","kwh_S0",21706511743.5859
"46",1,"AGO","Baseline","Africa","kwh_S1",51242467636.375
"47",1,"BDI","Baseline","Africa","kwh_S1",51242467636.375
"48",1,"BEN","Baseline","Africa","kwh_S1",51242467636.375
"49",1,"BFA","Baseline","Africa","kwh_S1",51242467636.375
"50",1,"BWA","Baseline","Africa","kwh_S1",51242467636.375
"51",1,"CAF","Baseline","Africa","kwh_S1",51242467636.375
"52",1,"CIV","Baseline","Africa","kwh_S1",51242467636.375
"53",1,"CMR","Baseline","Africa","kwh_S1",51242467636.375
"54",1,"COD","Baseline","Africa","kwh_S1",51242467636.375
"55",1,"COG","Baseline","Africa","kwh_S1",51242467636.375
"56",1,"DJI","Baseline","Africa","kwh_S1",51242467636.375
"57",1,"ERI","Baseline","Africa","kwh_S1",51242467636.375
