"",".id","ISO3","id","continent","scenario","kwh"
"1",1,"AGO","Baseline","Africa","kwh_S0",22232617181.0312
"2",1,"BDI","Baseline","Africa","kwh_S0",22232617181.0312
"3",1,"BEN","Baseline","Africa","kwh_S0",22232617181.0312
"4",1,"BFA","Baseline","Africa","kwh_S0",22232617181.0312
"5",1,"BWA","Baseline","Africa","kwh_S0",22232617181.0312
"6",1,"CAF","Baseline","Africa","kwh_S0",22232617181.0312
"7",1,"CIV","Baseline","Africa","kwh_S0",22232617181.0312
"8",1,"CMR","Baseline","Africa","kwh_S0",22232617181.0312
"9",1,"COD","Baseline","Africa","kwh_S0",22232617181.0312
"10",1,"COG","Baseline","Africa","kwh_S0",22232617181.0312
"11",1,"DJI","Baseline","Africa","kwh_S0",22232617181.0312
"12",1,"ERI","Baseline","Africa","kwh_S0",22232617181.0312
"13",1,"ETH","Baseline","Africa","kwh_S0",22232617181.0312
"14",1,"GAB","Baseline","Africa","kwh_S0",22232617181.0312
"15",1,"GHA","Baseline","Africa","kwh_S0",22232617181.0312
"16",1,"GIN","Baseline","Africa","kwh_S0",22232617181.0312
"17",1,"GMB","Baseline","Africa","kwh_S0",22232617181.0312
"18",1,"GNB","Baseline","Africa","kwh_S0",22232617181.0312
"19",1,"GNQ","Baseline","Africa","kwh_S0",22232617181.0312
"20",1,"KEN","Baseline","Africa","kwh_S0",22232617181.0312
"21",1,"LBR","Baseline","Africa","kwh_S0",22232617181.0312
"22",1,"LSO","Baseline","Africa","kwh_S0",22232617181.0312
"23",1,"MDG","Baseline","Africa","kwh_S0",22232617181.0312
"24",1,"MLI","Baseline","Africa","kwh_S0",22232617181.0312
"25",1,"MOZ","Baseline","Africa","kwh_S0",22232617181.0312
"26",1,"MRT","Baseline","Africa","kwh_S0",22232617181.0312
"27",1,"MWI","Baseline","Africa","kwh_S0",22232617181.0312
"28",1,"NAM","Baseline","Africa","kwh_S0",22232617181.0312
"29",1,"NER","Baseline","Africa","kwh_S0",22232617181.0312
"30",1,"NGA","Baseline","Africa","kwh_S0",22232617181.0312
"31",1,"RWA","Baseline","Africa","kwh_S0",22232617181.0312
"32",1,"ESH","Baseline","Africa","kwh_S0",22232617181.0312
"33",1,"SDN","Baseline","Africa","kwh_S0",22232617181.0312
"34",1,"SSD","Baseline","Africa","kwh_S0",22232617181.0312
"35",1,"SEN","Baseline","Africa","kwh_S0",22232617181.0312
"36",1,"SLE","Baseline","Africa","kwh_S0",22232617181.0312
"37",1,"SOM","Baseline","Africa","kwh_S0",22232617181.0312
"38",1,"SWZ","Baseline","Africa","kwh_S0",22232617181.0312
"39",1,"TCD","Baseline","Africa","kwh_S0",22232617181.0312
"40",1,"TGO","Baseline","Africa","kwh_S0",22232617181.0312
"41",1,"TZA","Baseline","Africa","kwh_S0",22232617181.0312
"42",1,"UGA","Baseline","Africa","kwh_S0",22232617181.0312
"43",1,"ZAF","Baseline","Africa","kwh_S0",22232617181.0312
"44",1,"ZMB","Baseline","Africa","kwh_S0",22232617181.0312
"45",1,"ZWE","Baseline","Africa","kwh_S0",22232617181.0312
"46",1,"AGO","Baseline","Africa","kwh_S1",57274384276.625
"47",1,"BDI","Baseline","Africa","kwh_S1",57274384276.625
"48",1,"BEN","Baseline","Africa","kwh_S1",57274384276.625
"49",1,"BFA","Baseline","Africa","kwh_S1",57274384276.625
"50",1,"BWA","Baseline","Africa","kwh_S1",57274384276.625
"51",1,"CAF","Baseline","Africa","kwh_S1",57274384276.625
"52",1,"CIV","Baseline","Africa","kwh_S1",57274384276.625
"53",1,"CMR","Baseline","Africa","kwh_S1",57274384276.625
